"id","day","classroom","times","created_at","updated_at"
6327,"miercoles","pa-427","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6328,"miercoles","pa-427","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6329,"miercoles","pa-301","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6330,"miercoles","pa-412","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6331,"miercoles","pa-432","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6332,"miercoles","pa-411","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6333,"miercoles","pa-414","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6334,"miercoles","pa-511","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6335,"miercoles","pa-301","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6336,"miercoles","pa-413","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6337,"miercoles","pa-411","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6338,"miercoles","pa-614","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6339,"miercoles","pa-614","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6340,"miercoles","pa-614","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6341,"miercoles","pa-614","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6342,"miercoles","pa-lc2","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6343,"miercoles","pa-lc2","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6344,"miercoles","pa-429","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6345,"miercoles","pa-429","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6346,"miercoles","pa-623","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6347,"miercoles","pa-lc11","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6348,"miercoles","pa-lc13","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6349,"miercoles","pa-lc13","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6350,"miercoles","pa-522","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6351,"miercoles","pa-515","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6352,"miercoles","pa-515","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6353,"miercoles","pa-531","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6354,"miercoles","pa-531","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6355,"miercoles","pa-lc1","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6356,"miercoles","pa-533","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6357,"miercoles","pa-533","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6358,"miercoles","pa-lc14","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6359,"miercoles","pa-lc3","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6360,"miercoles","pa-lc3","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6361,"miercoles","pa-532","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6362,"miercoles","pa-532","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6363,"miercoles","pa-530","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6364,"miercoles","pa-lc3","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6365,"miercoles","pa-lc3","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6366,"miercoles","pa-lc3","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6367,"miercoles","pa-lc3","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6368,"miercoles","pa-616","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6369,"miercoles","pa-616","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6370,"miercoles","pa-615","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6371,"miercoles","pa-423","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6372,"miercoles","pa-615","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6373,"miercoles","pa-224","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6374,"miercoles","pa-232","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6375,"miercoles","pa-223","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6376,"miercoles","pa-223","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6377,"miercoles","pa-223","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6378,"miercoles","pa-224","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6379,"miercoles","pa-427","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6380,"miercoles","pa-418","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6381,"miercoles","pa-221","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6382,"miercoles","pa-626","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6383,"miercoles","pa-411","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6384,"miercoles","pa-517","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6385,"miercoles","pa-533","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6386,"miercoles","pa-527","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6387,"miercoles","pa-526","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6388,"miercoles","pa-423","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6389,"miercoles","pa-527","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6390,"miercoles","pa-418","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6391,"miercoles","pa-522","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6392,"miercoles","pa-615","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6393,"miercoles","pa-602","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6394,"miercoles","pa-414","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6395,"miercoles","pa-222","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6396,"miercoles","pa-222","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6397,"miercoles","pa-527","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6398,"miercoles","pa-224","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6399,"miercoles","pa-224","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6400,"miercoles","pa-624","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6401,"miercoles","pa-624","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6402,"miercoles","pa-418","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6403,"miercoles","pa-321","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6404,"miercoles","pa-418","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6405,"miercoles","pa-418","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6406,"miercoles","pa-522","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6407,"miercoles","pa-522","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6408,"miercoles","pa-623","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6409,"miercoles","pa-623","Mi 9:11:00 - 9:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6410,"miercoles","pa-624","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6411,"miercoles","pa-418","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6412,"miercoles","pa-418","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6413,"miercoles","pa-418","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6414,"miercoles","pa-522","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6415,"miercoles","pa-626","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6416,"miercoles","pa-422","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6417,"miercoles","pa-222","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6418,"miercoles","pa-223","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6419,"miercoles","pa-223","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6420,"miercoles","pa-526","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6421,"miercoles","pa-233","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6422,"miercoles","pa-520","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6423,"miercoles","pa-420","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6424,"miercoles","pa-301","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6425,"miercoles","pa-221","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6426,"miercoles","pa-321","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6427,"miercoles","pa-321","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6428,"miercoles","pa-431","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:25,2023-09-22 04:19:25
6429,"miercoles","pa-431","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6430,"miercoles","pa-424","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6431,"miercoles","pa-424","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6432,"miercoles","pa-428","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6433,"miercoles","pa-428","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6434,"miercoles","pa-615","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6435,"miercoles","pa-615","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6436,"miercoles","pa-411","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6437,"miercoles","pa-426","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6438,"miercoles","pa-426","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6439,"miercoles","pa-224","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6440,"miercoles","pa-224","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6441,"miercoles","pa-223","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6442,"miercoles","pa-223","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6443,"miercoles","pa-223","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6444,"miercoles","pa-222","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6445,"miercoles","pa-621","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6446,"miercoles","pa-301","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6447,"miercoles","pa-421","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6448,"miercoles","pa-417","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6449,"miercoles","pa-612","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6450,"miercoles","pa-627","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6451,"miercoles","pa-321","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6452,"miercoles","pa-612","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6453,"miercoles","pa-627","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6454,"miercoles","pa-417","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6455,"miercoles","pa-615","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6456,"miercoles","pa-626","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6457,"miercoles","pa-422","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6458,"miercoles","pa-421","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6459,"miercoles","pa-423","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6460,"miercoles","pa-526","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6461,"miercoles","pa-423","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6462,"miercoles","pa-526","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6463,"miercoles","pa-324","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6464,"miercoles","pa-528","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6465,"miercoles","pa-417","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6466,"miercoles","pa-222","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6467,"miercoles","pa-517","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6468,"miercoles","pa-417","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6469,"miercoles","pa-417","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6470,"miercoles","pa-517","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6471,"miercoles","pa-517","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6472,"miercoles","pa-322","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6473,"miercoles","pa-dst1","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6474,"miercoles","pa-522","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6475,"miercoles","pa-521","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6476,"miercoles","pa-418","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6477,"miercoles","pa-430","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6478,"miercoles","pa-430","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6479,"miercoles","pa-621","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6480,"miercoles","pa-621","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6481,"miercoles","pa-621","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6482,"miercoles","pa-621","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6483,"miercoles","pa-224","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6484,"miercoles","pa-228","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6485,"miercoles","pa-516","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6486,"miercoles","pa-601","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6487,"miercoles","pa-602","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6488,"miercoles","pa-511","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6489,"miercoles","pa-415","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6490,"miercoles","pa-415","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6491,"miercoles","pa-602","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6492,"miercoles","pa-426","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6493,"miercoles","pa-201","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6494,"miercoles","pa-201","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6495,"miercoles","pa-529","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6496,"miercoles","pa-529","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6497,"miercoles","pa-530","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6498,"miercoles","pa-530","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6499,"miercoles","pa-201","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:26,2023-09-22 04:19:26
6500,"miercoles","pa-201","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6501,"miercoles","pa-323","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6502,"miercoles","pa-323","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6503,"miercoles","pa-423","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6504,"miercoles","pa-423","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6505,"miercoles","pa-611","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6506,"miercoles","pa-611","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6507,"miercoles","pa-424","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6508,"miercoles","pa-426","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6509,"miercoles","pa-416","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6510,"miercoles","pa-416","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6511,"miercoles","pa-516","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6512,"miercoles","pa-529","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6513,"miercoles","pa-529","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6514,"miercoles","pa-623","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6515,"miercoles","pa-623","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6516,"miercoles","pa-430","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6517,"miercoles","pa-430","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6518,"miercoles","pa-223","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6519,"miercoles","pa-lc4","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6520,"miercoles","pa-lc4","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6521,"miercoles","pa-lc11","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6522,"miercoles","pa-lc11","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6523,"miercoles","pa-221","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6524,"miercoles","pa-221","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6525,"miercoles","pa-323","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6526,"miercoles","pa-323","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6527,"miercoles","pa-621","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6528,"miercoles","pa-621","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6529,"miercoles","pa-512","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6530,"miercoles","pa-512","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6531,"miercoles","pa-lme","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6532,"miercoles","pa-533","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6533,"miercoles","pa-ci3","Mi 20:31:00 - 22:30:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6534,"miercoles","pa-230","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6535,"miercoles","pa-230","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6536,"miercoles","pa-ci3","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6537,"miercoles","pa-ci3","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6538,"miercoles","pa-ci4","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6539,"miercoles","pa-611","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6540,"miercoles","pa-ci1","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6541,"miercoles","pa-ci1","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6542,"miercoles","pa-ci1","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6543,"miercoles","pa-lat1","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6544,"miercoles","pa-lat1","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6545,"miercoles","pa-lat1","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6546,"miercoles","pa-lat1","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6547,"miercoles","pa-lat1","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6548,"miercoles","pa-lat1","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6549,"miercoles","pa-lat1","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6550,"miercoles","pa-lmpe","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6551,"miercoles","pa-lme","Mi 20:31:00 - 22:30:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6552,"miercoles","pa-526","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6553,"miercoles","pa-lse3","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6554,"miercoles","pa-lie","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6555,"miercoles","pa-lie","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6556,"miercoles","pa-lse1","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6557,"miercoles","pa-lse1","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6558,"miercoles","pa-332","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6559,"miercoles","pa-ler","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6560,"miercoles","pa-ler","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6561,"miercoles","pa-602","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6562,"miercoles","pa-602","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6563,"miercoles","pa-602","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6564,"miercoles","pa-627","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
6565,"miercoles","pa-626","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:27,2023-09-22 04:19:27
